,Date,Research & Development Cost,Revenue,Ticker,Total Operating Expences,Name,EmployeeCount,GlobalParty
11416,9/30/2016,0.0,17410825000.0,ACM,16883089000.0,AECOM,"87,000",1 AECOM
11417,9/30/2015,0.0,17989880000.0,ACM,17568667000.0,AECOM,"87,000",1 AECOM
11418,9/30/2014,0.0,8356783000.0,ACM,8034515000.0,AECOM,"87,000",1 AECOM
11435,12/31/2017,0.0,1877200000.0,AJRD,1760000000.0,"AEROJET ROCKETDYNE HOLDINGS, INC. ","5,157",1 AEROJET ROCKETDYNE HOLDINGS INC
11436,12/31/2016,0.0,1761300000.0,AJRD,1665000000.0,"AEROJET ROCKETDYNE HOLDINGS, INC. ","5,157",1 AEROJET ROCKETDYNE HOLDINGS INC
11437,12/31/2015,0.0,1155600000.0,AJRD,997200000.0,"AEROJET ROCKETDYNE HOLDINGS, INC. ","5,157",1 AEROJET ROCKETDYNE HOLDINGS INC
11438,11/30/2015,32100000.0,1708300000.0,AJRD,1621400000.0,"AEROJET ROCKETDYNE HOLDINGS, INC. ","5,157",1 AEROJET ROCKETDYNE HOLDINGS INC
11464,12/31/2017,0.0,2242604000.0,AEM,1806058000.0,AGNICO EAGLE MINES LIMITED,"5,514",1 AGNICO EAGLE MINES LIMITED
11465,12/31/2016,0.0,2138232000.0,AEM,1802641000.0,AGNICO EAGLE MINES LIMITED,"5,514",1 AGNICO EAGLE MINES LIMITED
11466,12/31/2015,0.0,1985432000.0,AEM,1828405000.0,AGNICO EAGLE MINES LIMITED,"5,514",1 AGNICO EAGLE MINES LIMITED
11467,12/31/2014,0.0,1896766000.0,AEM,1605047000.0,AGNICO EAGLE MINES LIMITED,"5,514",1 AGNICO EAGLE MINES LIMITED
11476,9/30/2017,57800000.0,8187600000.0,APD,6474300000.0,"AIR PRODUCTS AND CHEMICALS, INC.","15,000",1 AIR PRODUCTS AND CHEMICALS INC
11477,9/30/2016,71600000.0,7503700000.0,APD,5891500000.0,"AIR PRODUCTS AND CHEMICALS, INC.","15,000",1 AIR PRODUCTS AND CHEMICALS INC
11478,9/30/2015,76400000.0,7824300000.0,APD,6420000000.0,"AIR PRODUCTS AND CHEMICALS, INC.","15,000",1 AIR PRODUCTS AND CHEMICALS INC
11479,9/30/2014,139800000.0,10439000000.0,APD,8785800000.0,"AIR PRODUCTS AND CHEMICALS, INC.","15,000",1 AIR PRODUCTS AND CHEMICALS INC
11484,12/31/2017,0.0,6080500000.0,AKS,5798000000.0,AK STEEL HOLDING CORPORATION,"9,200",1 AK STEEL HOLDING CORPORATION
11485,12/31/2016,0.0,5882500000.0,AKS,5514700000.0,AK STEEL HOLDING CORPORATION,"9,200",1 AK STEEL HOLDING CORPORATION
11486,12/31/2015,0.0,6692900000.0,AKS,6446900000.0,AK STEEL HOLDING CORPORATION,"9,200",1 AK STEEL HOLDING CORPORATION
11487,12/31/2014,0.0,6505700000.0,AKS,6353600000.0,AK STEEL HOLDING CORPORATION,"9,200",1 AK STEEL HOLDING CORPORATION
11492,12/31/2017,0.0,542800000.0,AGI,486800000.0,ALAMOS GOLD INC.,"1,700",1 ALAMOS GOLD INC
11493,12/31/2016,0.0,482200000.0,AGI,460900000.0,ALAMOS GOLD INC.,"1,700",1 ALAMOS GOLD INC
11494,12/31/2015,0.0,355100000.0,AGI,505000000.0,ALAMOS GOLD INC.,"1,700",1 ALAMOS GOLD INC
11495,12/31/2014,0.0,288300000.0,AGI,391200000.0,ALAMOS GOLD INC.,"1,700",1 ALAMOS GOLD INC
11496,12/31/2017,0.0,7933000000.0,ALK,6562000000.0,"ALASKA AIR GROUP, INC.","21,461",1 ALASKA AIR GROUP INC
11497,12/31/2016,0.0,5931000000.0,ALK,4478000000.0,"ALASKA AIR GROUP, INC.","21,461",1 ALASKA AIR GROUP INC
11498,12/31/2015,0.0,5598000000.0,ALK,4268000000.0,"ALASKA AIR GROUP, INC.","21,461",1 ALASKA AIR GROUP INC
11499,12/31/2014,0.0,5368000000.0,ALK,4459000000.0,"ALASKA AIR GROUP, INC.","21,461",1 ALASKA AIR GROUP INC
11508,12/31/2017,32000000.0,11652000000.0,AA,10149000000.0,ALCOA CORPORATION,"14,600",2US ALCOA INC
11509,12/31/2016,33000000.0,9318000000.0,AA,9017000000.0,ALCOA CORPORATION,"14,600",2US ALCOA INC
11510,12/31/2015,69000000.0,11199000000.0,AA,10137000000.0,ALCOA CORPORATION,"14,600",2US ALCOA INC
11511,12/31/2014,95000000.0,13147000000.0,AA,11931000000.0,ALCOA CORPORATION,"14,600",2US ALCOA INC
11512,12/31/2017,0.0,425500000.0,ALEX,406000000.0,"ALEXANDER & BALDWIN, INC.",836,1 ALEXANDER & BALDWIN INC
11513,12/31/2016,0.0,406700000.0,ALEX,332900000.0,"ALEXANDER & BALDWIN, INC.",836,1 ALEXANDER & BALDWIN INC
11514,12/31/2015,0.0,509600000.0,ALEX,382500000.0,"ALEXANDER & BALDWIN, INC.",836,1 ALEXANDER & BALDWIN INC
11515,12/31/2014,0.0,458100000.0,ALEX,379600000.0,"ALEXANDER & BALDWIN, INC.",836,1 ALEXANDER & BALDWIN INC
11520,12/31/2017,0.0,1129417000.0,ARE,817401000.0,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",323,1 ALEXANDRIA REAL ESTATE EQUITIES
11521,12/31/2016,0.0,921522000.0,ARE,655682000.0,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",323,1 ALEXANDRIA REAL ESTATE EQUITIES
11522,12/31/2015,0.0,845125000.0,ARE,582142000.0,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",323,1 ALEXANDRIA REAL ESTATE EQUITIES
11523,12/31/2014,0.0,727431000.0,ARE,496790000.0,"ALEXANDRIA REAL ESTATE EQUITIES, INC.",323,1 ALEXANDRIA REAL ESTATE EQUITIES
11537,12/31/2017,0.0,3525100000.0,ATI,3330400000.0,ALLEGHENY TECHNOLOGIES INCORPORATED,"8,600",2US ALLEGHENY TECHNOLOGIES INC
11538,12/31/2016,0.0,3134600000.0,ATI,3208500000.0,ALLEGHENY TECHNOLOGIES INCORPORATED,"8,600",2US ALLEGHENY TECHNOLOGIES INC
11539,12/31/2015,0.0,3719600000.0,ATI,3898100000.0,ALLEGHENY TECHNOLOGIES INCORPORATED,"8,600",2US ALLEGHENY TECHNOLOGIES INC
11540,12/31/2014,0.0,4223400000.0,ATI,4116600000.0,ALLEGHENY TECHNOLOGIES INCORPORATED,"8,600",2US ALLEGHENY TECHNOLOGIES INC
11553,12/31/2017,0.0,7719400000.0,ADS,6355600000.0,ALLIANCE DATA SYSTEMS CORPORATION,"20,000",1 ALLIANCE DATA SYSTEMS CORPORATION
11554,12/31/2016,0.0,7138100000.0,ADS,6082900000.0,ALLIANCE DATA SYSTEMS CORPORATION,"20,000",1 ALLIANCE DATA SYSTEMS CORPORATION
11555,12/31/2015,0.0,6439700000.0,ADS,5328600000.0,ALLIANCE DATA SYSTEMS CORPORATION,"20,000",1 ALLIANCE DATA SYSTEMS CORPORATION
11556,12/31/2014,0.0,5302900000.0,ADS,4227200000.0,ALLIANCE DATA SYSTEMS CORPORATION,"20,000",1 ALLIANCE DATA SYSTEMS CORPORATION
11557,3/31/2018,0.0,1845966000.0,AOI,1741473000.0,"ALLIANCE ONE INTERNATIONAL, INC.","3,450",1 ALLIANCE ONE INTERNATIONAL INC
11558,3/31/2017,0.0,1714750000.0,AOI,1629333000.0,"ALLIANCE ONE INTERNATIONAL, INC.","3,450",1 ALLIANCE ONE INTERNATIONAL INC
11559,3/31/2016,0.0,1904592000.0,AOI,1803715000.0,"ALLIANCE ONE INTERNATIONAL, INC.","3,450",1 ALLIANCE ONE INTERNATIONAL INC
11560,3/31/2015,0.0,2066865000.0,AOI,1965738000.0,"ALLIANCE ONE INTERNATIONAL, INC.","3,450",1 ALLIANCE ONE INTERNATIONAL INC
11565,12/31/2017,0.0,3382200000.0,LNT,2728800000.0,ALLIANT ENERGY CORPORATION,"3,989",1 ALLIANT ENERGY CORPORATION
11566,12/31/2016,0.0,3320000000.0,LNT,2696600000.0,ALLIANT ENERGY CORPORATION,"3,989",1 ALLIANT ENERGY CORPORATION
11567,12/31/2015,0.0,3253600000.0,LNT,2668600000.0,ALLIANT ENERGY CORPORATION,"3,989",1 ALLIANT ENERGY CORPORATION
11568,12/31/2014,0.0,3350300000.0,LNT,2806700000.0,ALLIANT ENERGY CORPORATION,"3,989",1 ALLIANT ENERGY CORPORATION
11595,12/31/2017,0.0,19494000000.0,MO,9788000000.0,ALTRIA GROUP,"8,300",1 ALTRIA GROUP INC
11596,12/31/2016,0.0,19337000000.0,MO,10038000000.0,ALTRIA GROUP,"8,300",1 ALTRIA GROUP INC
11597,12/31/2015,0.0,18854000000.0,MO,10231000000.0,ALTRIA GROUP,"8,300",1 ALTRIA GROUP INC
11598,12/31/2014,0.0,17945000000.0,MO,10097000000.0,ALTRIA GROUP,"8,300",1 ALTRIA GROUP INC
11615,12/31/2017,0.0,6177000000.0,AEE,4719000000.0,AMEREN CORPORATION,"8,615",1 AMEREN CORPORATION
11616,12/31/2016,0.0,5868000000.0,AEE,4487000000.0,AMEREN CORPORATION,"8,615",1 AMEREN CORPORATION
11617,12/31/2015,0.0,5885000000.0,AEE,4557000000.0,AMEREN CORPORATION,"8,615",1 AMEREN CORPORATION
11618,12/31/2014,0.0,5838000000.0,AEE,4584000000.0,AMEREN CORPORATION,"8,615",1 AMEREN CORPORATION
11619,12/31/2017,0.0,0.0,AMRC,0.0,"AMERESCO, INC.","1,000",1 AMERESCO INC
11620,12/31/2016,0.0,651227000.0,AMRC,621251000.0,"AMERESCO, INC.","1,000",1 AMERESCO INC
11621,12/31/2015,0.0,630832000.0,AMRC,617175000.0,"AMERESCO, INC.","1,000",1 AMERESCO INC
11622,12/31/2014,0.0,593241000.0,AMRC,580090000.0,"AMERESCO, INC.","1,000",1 AMERESCO INC
11627,12/31/2017,0.0,6266000000.0,AXL,5587400000.0,"AMERICAN AXLE & MANUFACTURING HOLDINGS, INC.","25,000",1 AMERICAN AXLE & MANUFACTURING
11628,12/31/2016,0.0,3948000000.0,AXL,3541100000.0,"AMERICAN AXLE & MANUFACTURING HOLDINGS, INC.","25,000",1 AMERICAN AXLE & MANUFACTURING
11629,12/31/2015,0.0,3903100000.0,AXL,3545000000.0,"AMERICAN AXLE & MANUFACTURING HOLDINGS, INC.","25,000",1 AMERICAN AXLE & MANUFACTURING
11630,12/31/2014,103900000.0,3696000000.0,AXL,3428400000.0,"AMERICAN AXLE & MANUFACTURING HOLDINGS, INC.","25,000",1 AMERICAN AXLE & MANUFACTURING
11661,12/31/2017,0.0,49553000000.0,AIG,46648000000.0,"AMERICAN INTERNATIONAL GROUP, INC.","49,800",1 AMERICAN INTERNATIONAL GROUP INC
11662,12/31/2016,0.0,51209000000.0,AIG,50955000000.0,"AMERICAN INTERNATIONAL GROUP, INC.","49,800",1 AMERICAN INTERNATIONAL GROUP INC
11663,12/31/2015,0.0,58239000000.0,AIG,52490000000.0,"AMERICAN INTERNATIONAL GROUP, INC.","49,800",1 AMERICAN INTERNATIONAL GROUP INC
11664,12/31/2014,0.0,63587000000.0,AIG,51556000000.0,"AMERICAN INTERNATIONAL GROUP, INC.","49,800",1 AMERICAN INTERNATIONAL GROUP INC
11690,12/31/2017,0.0,3357000000.0,AWK,2151000000.0,AMERICAN WATER WORKS,"6,900",1 AMERICAN WATER WORKS COMPANY INC
11691,12/31/2016,0.0,3302000000.0,AWK,2155000000.0,AMERICAN WATER WORKS,"6,900",1 AMERICAN WATER WORKS COMPANY INC
11692,12/31/2015,0.0,3159000000.0,AWK,2087000000.0,AMERICAN WATER WORKS,"6,900",1 AMERICAN WATER WORKS COMPANY INC
11693,12/31/2014,0.0,3011000000.0,AWK,2010000000.0,AMERICAN WATER WORKS,"6,900",1 AMERICAN WATER WORKS COMPANY INC
11726,12/31/2017,193700000.0,7011300000.0,APH,5579700000.0,AMPHENOL CORPORATION,"70,000",1 AMPHENOL CORPORATION
11727,12/31/2016,166100000.0,6286400000.0,APH,5044600000.0,AMPHENOL CORPORATION,"70,000",1 AMPHENOL CORPORATION
11728,12/31/2015,124700000.0,5568700000.0,APH,4458300000.0,AMPHENOL CORPORATION,"70,000",1 AMPHENOL CORPORATION
11729,12/31/2014,114800000.0,5345500000.0,APH,4296800000.0,AMPHENOL CORPORATION,"70,000",1 AMPHENOL CORPORATION
11730,4/30/2018,0.0,38368000.0,AXR,36665000.0,AMREP CORPORATION,338,2US AMREP
11731,4/30/2017,0.0,40872000.0,AXR,41053000.0,AMREP CORPORATION,338,2US AMREP
11732,4/30/2016,0.0,41664000.0,AXR,47838000.0,AMREP CORPORATION,338,2US AMREP
11733,4/30/2015,0.0,49790000.0,AXR,52815000.0,AMREP CORPORATION,338,2US AMREP
11738,12/31/2017,0.0,10969000000.0,APC,12561000000.0,ANADARKO PETROLEUM CORPORATION,"4,400",1 ANADARKO PETROLEUM CORPORATION
11739,12/31/2016,0.0,8447000000.0,APC,10127000000.0,ANADARKO PETROLEUM CORPORATION,"4,400",1 ANADARKO PETROLEUM CORPORATION
11740,12/31/2015,0.0,9486000000.0,APC,17028000000.0,ANADARKO PETROLEUM CORPORATION,"4,400",1 ANADARKO PETROLEUM CORPORATION
11741,12/31/2014,0.0,16375000000.0,APC,12475000000.0,ANADARKO PETROLEUM CORPORATION,"4,400",1 ANADARKO PETROLEUM CORPORATION
11742,12/31/2017,0.0,34204000000.0,ANDV,32432000000.0,ANDEAVOR,"14,300",1 ANDEAVOR
11743,12/31/2016,0.0,24005000000.0,ANDV,22515000000.0,ANDEAVOR,"14,300",1 ANDEAVOR
11744,12/31/2015,0.0,28150000000.0,ANDV,25281000000.0,ANDEAVOR,"14,300",1 ANDEAVOR
11745,12/31/2014,0.0,40052000000.0,ANDV,38416000000.0,ANDEAVOR,"14,300",1 ANDEAVOR
11750,12/31/2017,0.0,4356000000.0,AU,3845000000.0,ANGLOGOLD ASHANTI LIMITED,"51,000",1 ANGLOGOLD ASHANTI LTD
11751,12/31/2016,0.0,4085000000.0,AU,3542000000.0,ANGLOGOLD ASHANTI LIMITED,"51,000",1 ANGLOGOLD ASHANTI LTD
11752,12/31/2015,0.0,4015000000.0,AU,3611000000.0,ANGLOGOLD ASHANTI LIMITED,"51,000",1 ANGLOGOLD ASHANTI LTD
11753,12/31/2014,0.0,4952000000.0,AU,4207000000.0,ANGLOGOLD ASHANTI LIMITED,"51,000",1 ANGLOGOLD ASHANTI LTD
11778,12/31/2017,0.0,90048600000.0,ANTM,85054200000.0,"ANTHEM, INC.","56,000",1 ANTHEM INC
11779,12/31/2016,0.0,84862800000.0,ANTM,79584600000.0,"ANTHEM, INC.","56,000",1 ANTHEM INC
11780,12/31/2015,0.0,79158400000.0,ANTM,73881800000.0,"ANTHEM, INC.","56,000",1 ANTHEM INC
11781,12/31/2014,0.0,73885700000.0,ANTM,68824200000.0,"ANTHEM, INC.","56,000",1 ANTHEM INC
11791,12/31/2017,0.0,5792000000.0,APA,5077000000.0,APACHE CORPORATION,"3,356",1 APACHE CORPORATION
11792,12/31/2016,0.0,5238000000.0,APA,6325000000.0,APACHE CORPORATION,"3,356",1 APACHE CORPORATION
11793,12/31/2015,0.0,6360000000.0,APA,16128000000.0,APACHE CORPORATION,"3,356",1 APACHE CORPORATION
11794,12/31/2014,0.0,12249000000.0,APA,16274000000.0,APACHE CORPORATION,"3,356",1 APACHE CORPORATION
11808,12/31/2017,0.0,2557300000.0,APO,1297260000.0,"APOLLO GLOBAL MANAGEMENT, LLC","1,052",1 APOLLO GLOBAL MANAGEMENT LLC
11809,12/31/2016,0.0,1926902000.0,APO,1082012000.0,"APOLLO GLOBAL MANAGEMENT, LLC","1,052",1 APOLLO GLOBAL MANAGEMENT LLC
11810,12/31/2015,0.0,1011599000.0,APO,801707000.0,"APOLLO GLOBAL MANAGEMENT, LLC","1,052",1 APOLLO GLOBAL MANAGEMENT LLC
11811,12/31/2014,0.0,1537690000.0,APO,964289000.0,"APOLLO GLOBAL MANAGEMENT, LLC","1,052",1 APOLLO GLOBAL MANAGEMENT LLC
11821,12/31/2017,0.0,2469283000.0,ATR,2145556000.0,"APTARGROUP, INC.","13,200",1 APTARGROUP INC
11822,12/31/2016,0.0,2330934000.0,ATR,2012217000.0,"APTARGROUP, INC.","13,200",1 APTARGROUP INC
11823,12/31/2015,0.0,2317149000.0,ATR,2000404000.0,"APTARGROUP, INC.","13,200",1 APTARGROUP INC
11824,12/31/2014,0.0,2597809000.0,ATR,2291393000.0,"APTARGROUP, INC.","13,200",1 APTARGROUP INC
11829,12/31/2017,0.0,809525000.0,WTR,480558000.0,"AQUA AMERICA, INC.",,1 AQUA AMERICA INC
11830,12/31/2016,0.0,819875000.0,WTR,494290000.0,"AQUA AMERICA, INC.",,1 AQUA AMERICA INC
11831,12/31/2015,0.0,814204000.0,WTR,491524000.0,"AQUA AMERICA, INC.",,1 AQUA AMERICA INC
11832,12/31/2014,0.0,779903000.0,WTR,465544000.0,"AQUA AMERICA, INC.",,1 AQUA AMERICA INC
11841,9/29/2017,0.0,14604412000.0,ARMK,13796355000.0,ARAMARK,"270,000",1 ARAMARK HOLDINGS CORPORATION
11842,9/30/2016,0.0,14415829000.0,ARMK,13662915000.0,ARAMARK,"270,000",1 ARAMARK HOLDINGS CORPORATION
11843,10/2/2015,0.0,14329135000.0,ARMK,13671897000.0,ARAMARK,"270,000",1 ARAMARK HOLDINGS CORPORATION
11844,10/3/2014,0.0,14832913000.0,ARMK,14255550000.0,ARAMARK,"270,000",1 ARAMARK HOLDINGS CORPORATION
11854,12/31/2017,278000000.0,68679000000.0,MT,63392000000.0,ARCELORMITTAL,"197,108",1 ARCELORMITTAL SA
11855,12/31/2016,239000000.0,56791000000.0,MT,53692000000.0,ARCELORMITTAL,"197,108",1 ARCELORMITTAL SA
11856,12/31/2015,227000000.0,63578000000.0,MT,63374000000.0,ARCELORMITTAL,"197,108",1 ARCELORMITTAL SA
11857,12/31/2014,259000000.0,79282000000.0,MT,76550000000.0,ARCELORMITTAL,"197,108",1 ARCELORMITTAL SA
11858,12/31/2017,0.0,2275923000.0,ARCH,2076451000.0,"ARCH COAL, INC.","3,790",1 ARCH COAL INC
11859,12/31/2016,0.0,1974397000.0,ARCH,2147830000.0,"ARCH COAL, INC.","3,790",1 ARCH COAL INC
11860,12/31/2015,0.0,2573260000.0,ARCH,5115944000.0,"ARCH COAL, INC.","3,790",1 ARCH COAL INC
11861,12/31/2014,0.0,2937119000.0,ARCH,3105405000.0,"ARCH COAL, INC.","3,790",1 ARCH COAL INC
11870,12/31/2017,111000000.0,12960000000.0,ARNC,11730000000.0,ARCONIC INC.,"41,500",1 ARCONIC INC
11871,12/31/2016,132000000.0,12394000000.0,ARNC,11237000000.0,ARCONIC INC.,"41,500",1 ARCONIC INC
11872,12/31/2015,169000000.0,12413000000.0,ARNC,11504000000.0,ARCONIC INC.,"41,500",1 ARCONIC INC
11873,12/31/2014,123000000.0,12542000000.0,ARNC,11646000000.0,ARCONIC INC.,"41,500",1 ARCONIC INC
11879,12/31/2017,0.0,1413000.0,RCUS,54854000.0,"ARCUS BIOSCIENCES, INC.",83,1 ARCUS BIOSCIENCES INC
11880,12/31/2016,0.0,0.0,RCUS,18182000.0,"ARCUS BIOSCIENCES, INC.",83,1 ARCUS BIOSCIENCES INC
11881,12/31/2017,0.0,7644000000.0,ARD,6937000000.0,ARDAGH GROUP S.A.,"23,491",1 ARDAGH GROUP SA
11882,12/31/2016,0.0,6345000000.0,ARD,5718000000.0,ARDAGH GROUP S.A.,"23,491",1 ARDAGH GROUP SA
11883,12/31/2015,0.0,5199000000.0,ARD,4691000000.0,ARDAGH GROUP S.A.,"23,491",1 ARDAGH GROUP SA
11884,12/31/2014,0.0,4733000000.0,ARD,4324000000.0,ARDAGH GROUP S.A.,"23,491",1 ARDAGH GROUP SA
11893,12/31/2017,0.0,1415499000.0,ARES,1221281000.0,ARES MANAGEMENT L.P.,"1,000",1 ARES MANAGEMENT LP
11894,12/31/2016,0.0,1199205000.0,ARES,1016420000.0,ARES MANAGEMENT L.P.,"1,000",1 ARES MANAGEMENT LP
11895,12/31/2015,0.0,814442000.0,ARES,727240000.0,ARES MANAGEMENT L.P.,"1,000",1 ARES MANAGEMENT LP
11896,12/31/2014,0.0,603889000.0,ARES,803839000.0,ARES MANAGEMENT L.P.,"1,000",1 ARES MANAGEMENT LP
11927,12/31/2017,0.0,0.0,AFI,1134000000.0,"ARMSTRONG FLOORING, INC.","3,500",1 ARMSTRONG FLOORING INC
11928,12/31/2016,0.0,1193200000.0,AFI,1172600000.0,"ARMSTRONG FLOORING, INC.","3,500",1 ARMSTRONG FLOORING INC
11929,12/31/2015,0.0,1188700000.0,AFI,1202700000.0,"ARMSTRONG FLOORING, INC.","3,500",1 ARMSTRONG FLOORING INC
11930,12/31/2014,0.0,1220400000.0,AFI,1173900000.0,"ARMSTRONG FLOORING, INC.","3,500",1 ARMSTRONG FLOORING INC
11931,12/31/2017,0.0,893600000.0,AWI,705500000.0,ARMSTRONG WORLD INDUSTRIES INC,"2,200",1 ARMSTRONG WORLD INDUSTRIES INC
11932,12/31/2016,0.0,837300000.0,AWI,687000000.0,ARMSTRONG WORLD INDUSTRIES INC,"2,200",1 ARMSTRONG WORLD INDUSTRIES INC
11933,12/31/2015,0.0,805100000.0,AWI,679899.26,ARMSTRONG WORLD INDUSTRIES INC,"2,200",1 ARMSTRONG WORLD INDUSTRIES INC
11934,12/31/2014,0.0,1294300000.0,AWI,1161300000.0,ARMSTRONG WORLD INDUSTRIES INC,"2,200",1 ARMSTRONG WORLD INDUSTRIES INC
11935,12/31/2017,0.0,26812508000.0,ARW,25785687000.0,"ARROW ELECTRONICS, INC.","18,800",1 ARROW ELECTRONICS INC
11936,12/31/2016,0.0,23825261000.0,ARW,22907348000.0,"ARROW ELECTRONICS, INC.","18,800",1 ARROW ELECTRONICS INC
11937,12/31/2015,0.0,23282020000.0,ARW,22394770000.0,"ARROW ELECTRONICS, INC.","18,800",1 ARROW ELECTRONICS INC
11938,12/31/2014,0.0,22768674000.0,ARW,21888576000.0,"ARROW ELECTRONICS, INC.","18,800",1 ARROW ELECTRONICS INC
11968,9/30/2017,83000000.0,3260000000.0,ASH,2992000000.0,ASHLAND GLOBAL HOLDINGS INC.,"6,500",1 ASHLAND GLOBAL HOLDINGS INC
11969,9/30/2016,87000000.0,3019000000.0,ASH,2878000000.0,ASHLAND GLOBAL HOLDINGS INC.,"6,500",1 ASHLAND GLOBAL HOLDINGS INC
11970,9/30/2015,88000000.0,3420000000.0,ASH,3277000000.0,ASHLAND GLOBAL HOLDINGS INC.,"6,500",1 ASHLAND GLOBAL HOLDINGS INC
11971,9/30/2014,101000000.0,6121000000.0,ASH,5898000000.0,ASHLAND GLOBAL HOLDINGS INC.,"6,500",1 ASHLAND GLOBAL HOLDINGS INC
11972,12/31/2017,6180000.0,111631000.0,ASPN,130767000.0,"ASPEN AEROGELS, INC.",263,1 ASPEN AEROGELS INC
11973,12/31/2016,5306000.0,117738000.0,ASPN,128958000.0,"ASPEN AEROGELS, INC.",263,1 ASPEN AEROGELS INC
11974,12/31/2015,5253000.0,122518000.0,ASPN,128753000.0,"ASPEN AEROGELS, INC.",263,1 ASPEN AEROGELS INC
11975,12/31/2014,5980000.0,102399000.0,ASPN,118442000.0,"ASPEN AEROGELS, INC.",263,1 ASPEN AEROGELS INC
11999,12/31/2017,5455000000.0,22465000000.0,AZN,18800000000.0,ASTRAZENECA PLC,"61,100",1 ASTRAZENECA
12000,12/31/2016,5679000000.0,23002000000.0,AZN,19255000000.0,ASTRAZENECA PLC,"61,100",1 ASTRAZENECA
12001,12/31/2015,5660000000.0,24708000000.0,AZN,20637000000.0,ASTRAZENECA PLC,"61,100",1 ASTRAZENECA
12002,12/31/2014,5001000000.0,26547000000.0,AZN,22344000000.0,ASTRAZENECA PLC,"61,100",1 ASTRAZENECA
12007,12/31/2017,0.0,160546000000.0,T,136683000000.0,AT&T INC.,"273,210",1 AT&T INC
12008,12/31/2016,0.0,163786000000.0,T,138734000000.0,AT&T INC.,"273,210",1 AT&T INC
12009,12/31/2015,0.0,146801000000.0,T,121606000000.0,AT&T INC.,"273,210",1 AT&T INC
12010,12/31/2014,0.0,132447000000.0,T,117330000000.0,AT&T INC.,"273,210",1 AT&T INC
12032,12/31/2017,0.0,341028000000.0,AUO,301890000000.0,AU OPTRONICS CORP,,1 AU OPTRONICS CORP
12033,12/31/2016,9080791000.0,329089036000.0,AUO,316750580000.0,AU OPTRONICS CORP,,1 AU OPTRONICS CORP
12034,12/31/2015,8903819000.0,360346494000.0,AUO,342825346000.0,AU OPTRONICS CORP,,1 AU OPTRONICS CORP
12035,12/31/2014,9156656000.0,408178750000.0,AUO,386012927000.0,AU OPTRONICS CORP,,1 AU OPTRONICS CORP
12040,12/31/2017,740900000.0,10382600000.0,ALV,9517400000.0,"AUTOLIV, INC.","57,588",1 AUTOLIV INC
12041,12/31/2016,651000000.0,10073600000.0,ALV,9199600000.0,"AUTOLIV, INC.","57,588",1 AUTOLIV INC
12042,12/31/2015,523800000.0,9169600000.0,ALV,8358600000.0,"AUTOLIV, INC.","57,588",1 AUTOLIV INC
12043,12/31/2014,535600000.0,9240500000.0,ALV,8477600000.0,"AUTOLIV, INC.","57,588",1 AUTOLIV INC
12071,12/30/2017,93400000.0,6613800000.0,AVY,5881900000.0,AVERY DENNISON CORPORATION,"30,000",1 AVERY DENNISON CORPORATION
12072,12/31/2016,89700000.0,6086500000.0,AVY,5488400000.0,AVERY DENNISON CORPORATION,"30,000",1 AVERY DENNISON CORPORATION
12073,1/2/2016,91900000.0,5966900000.0,AVY,5432100000.0,AVERY DENNISON CORPORATION,"30,000",1 AVERY DENNISON CORPORATION
12074,1/3/2015,102500000.0,6330300000.0,AVY,5794700000.0,AVERY DENNISON CORPORATION,"30,000",1 AVERY DENNISON CORPORATION
12079,12/31/2017,0.0,1445929000.0,AVA,1146802000.0,AVISTA CORPORATION,"1,948",1 AVISTA CORPORATION
12080,12/31/2016,0.0,1442483000.0,AVA,1152680000.0,AVISTA CORPORATION,"1,948",1 AVISTA CORPORATION
12081,12/31/2015,0.0,1484776000.0,AVA,1231562000.0,AVISTA CORPORATION,"1,948",1 AVISTA CORPORATION
12082,12/31/2014,0.0,1472562000.0,AVA,1234974000.0,AVISTA CORPORATION,"1,948",1 AVISTA CORPORATION
12083,12/31/2017,0.0,5715600000.0,AVP,5382100000.0,"AVON PRODUCTS, INC.","25,000",2US AVON PRODUCTS INC
12084,12/31/2016,0.0,5717700000.0,AVP,5345600000.0,"AVON PRODUCTS, INC.","25,000",2US AVON PRODUCTS INC
12085,12/31/2015,0.0,6160500000.0,AVP,5816200000.0,"AVON PRODUCTS, INC.","25,000",2US AVON PRODUCTS INC
12086,12/31/2014,0.0,7648000000.0,AVP,6944600000.0,"AVON PRODUCTS, INC.","25,000",2US AVON PRODUCTS INC
12095,12/31/2017,65300000.0,4377000000.0,AXTA,3878300000.0,AXALTA COATING SYSTEMS LTD.,"14,000",1 AXALTA COATING SYSTEMS LTD
12096,12/31/2016,57700000.0,4092700000.0,AXTA,3553600000.0,AXALTA COATING SYSTEMS LTD.,"14,000",1 AXALTA COATING SYSTEMS LTD
12097,12/31/2015,51600000.0,4110000000.0,AXTA,3579900000.0,AXALTA COATING SYSTEMS LTD.,"14,000",1 AXALTA COATING SYSTEMS LTD
12098,12/31/2014,49500000.0,4391500000.0,AXTA,3894800000.0,AXALTA COATING SYSTEMS LTD.,"14,000",1 AXALTA COATING SYSTEMS LTD
